"Razveze zakonskih zvez po: STATISTIČNA REGIJA, LETO , TRAJANJE ZAKONSKE"
"ZVEZE"

"Pomurska"
" ";"2003"
" ";" ";"25 ali več let";152
" ";"2006"
" ";" ";"do 1 leta";5
" ";" ";"1 leto";15
" ";" ";"2 leti";21
" ";" ";"3 leta";21
" ";" ";"4 leta";20
" ";" ";"5-9 let";113
" ";" ";"10-14 let";72
" ";" ";"15-19 let";85
" ";" ";"20-24 let";62
" ";" ";"25 ali več let";119
" ";"2007"
" ";" ";"do 1 leta";7
" ";" ";"1 leto";16
" ";" ";"2 leti";37
" ";" ";"3 leta";33
" ";" ";"4 leta";35
" ";" ";"5-9 let";148
" ";" ";"10-14 let";127
" ";" ";"15-19 let";129
" ";" ";"20-24 let";100
" ";" ";"25 ali več let";152
" ";"2008"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";22
" ";" ";"2 leti";15
" ";" ";"3 leta";26
" ";" ";"4 leta";22
" ";" ";"5-9 let";115
" ";" ";"10-14 let";85
" ";" ";"15-19 let";66
" ";" ";"20-24 let";87
" ";" ";"25 ali več let";116
" ";"2009"
" ";" ";"do 1 leta";3
" ";" ";"1 leto";11
" ";" ";"2 leti";27
" ";" ";"3 leta";27
" ";" ";"4 leta";24
" ";" ";"5-9 let";130
" ";" ";"10-14 let";107
" ";" ";"15-19 let";83
" ";" ";"20-24 let";74
" ";" ";"25 ali več let";114
" ";"2010"
" ";" ";"do 1 leta";10
" ";" ";"1 leto";21
" ";" ";"2 leti";18
" ";" ";"3 leta";34
" ";" ";"4 leta";34
" ";" ";"5-9 let";122
" ";" ";"10-14 let";113
" ";" ";"15-19 let";91
" ";" ";"20-24 let";84
" ";" ";"25 ali več let";139
" ";"2011"
" ";" ";"do 1 leta";7
" ";" ";"1 leto";24
" ";" ";"2 leti";36
" ";" ";"3 leta";30
" ";" ";"4 leta";39
" ";" ";"5-9 let";138
" ";" ";"10-14 let";99
" ";" ";"15-19 let";98
" ";" ";"20-24 let";112
" ";" ";"25 ali več let";140
" ";"2012"
" ";" ";"do 1 leta";6
" ";" ";"1 leto";21
" ";" ";"2 leti";38
" ";" ";"3 leta";36
" ";" ";"4 leta";38
" ";" ";"5-9 let";144
" ";" ";"10-14 let";124
" ";" ";"15-19 let";97
" ";" ";"20-24 let";96
" ";" ";"25 ali več let";151
" ";"2013"
" ";" ";"do 1 leta";9
" ";" ";"1 leto";21
" ";" ";"2 leti";24
" ";" ";"3 leta";34
" ";" ";"4 leta";19
" ";" ";"5-9 let";161
" ";" ";"10-14 let";115
" ";" ";"15-19 let";74
" ";" ";"20-24 let";76
" ";" ";"25 ali več let";176
" ";"2014"
" ";" ";"do 1 leta";4
" ";" ";"1 leto";23
" ";" ";"2 leti";34
" ";" ";"3 leta";35
" ";" ";"4 leta";32
" ";" ";"5-9 let";154
" ";" ";"10-14 let";111
" ";" ";"15-19 let";105
" ";" ";"20-24 let";93
" ";" ";"25 ali več let";143
"Gorenjska"
" ";"2003"
" ";" ";"do 1 leta";3
" ";" ";"1 leto";5
" ";" ";"2 leti";11
" ";" ";"3 leta";9
" ";" ";"4 leta";8
" ";" ";"5-9 let";42
" ";" ";"10-14 let";41
" ";" ";"15-19 let";59
" ";" ";"20-24 let";38
" ";" ";"25 ali več let";50
" ";"2004"
" ";" ";"do 1 leta";8
" ";" ";"1 leto";8
" ";" ";"2 leti";14
" ";" ";"3 leta";4
" ";" ";"4 leta";12
" ";" ";"5-9 let";40
" ";" ";"10-14 let";36
" ";" ";"15-19 let";54
" ";" ";"20-24 let";32
" ";" ";"25 ali več let";43
" ";"2005"
" ";" ";"do 1 leta";7
" ";" ";"1 leto";5
" ";" ";"2 leti";13
" ";" ";"3 leta";13
" ";" ";"4 leta";12
" ";" ";"5-9 let";53
" ";" ";"10-14 let";26
" ";" ";"15-19 let";53
" ";" ";"20-24 let";28
" ";" ";"25 ali več let";50
" ";"2006"
" ";" ";"do 1 leta";5
" ";" ";"1 leto";6
" ";" ";"2 leti";14
" ";" ";"3 leta";9
" ";" ";"4 leta";11
" ";" ";"5-9 let";42
" ";" ";"10-14 let";40
" ";" ";"15-19 let";43
" ";" ";"20-24 let";39
" ";" ";"25 ali več let";57
" ";"2007"
" ";" ";"do 1 leta";3
" ";" ";"1 leto";10
" ";" ";"2 leti";20
" ";" ";"3 leta";9
" ";" ";"4 leta";8
" ";" ";"5-9 let";50
" ";" ";"10-14 let";49
" ";" ";"15-19 let";33
" ";" ";"20-24 let";31
" ";" ";"25 ali več let";56
" ";"2008"
" ";" ";"do 1 leta";7
" ";" ";"1 leto";4
" ";" ";"2 leti";8
" ";" ";"3 leta";9
" ";" ";"4 leta";3
" ";" ";"5-9 let";44
" ";" ";"10-14 let";40
" ";" ";"15-19 let";39
" ";" ";"20-24 let";37
" ";" ";"25 ali več let";46
" ";"2009"
" ";" ";"do 1 leta";2
" ";" ";"1 leto";3
" ";" ";"2 leti";10
" ";" ";"3 leta";9
" ";" ";"4 leta";12
" ";" ";"5-9 let";44
" ";" ";"10-14 let";45
" ";" ";"15-19 let";31
" ";" ";"20-24 let";30
" ";" ";"25 ali več let";46
" ";"2010"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";7
" ";" ";"2 leti";9
" ";" ";"3 leta";15
" ";" ";"4 leta";6
" ";" ";"5-9 let";44
" ";" ";"10-14 let";35
" ";" ";"15-19 let";31
" ";" ";"20-24 let";41
" ";" ";"25 ali več let";65
" ";"2011"
" ";" ";"do 1 leta";3
" ";" ";"1 leto";7
" ";" ";"2 leti";7
" ";" ";"3 leta";10
" ";" ";"4 leta";21
" ";" ";"5-9 let";39
" ";" ";"10-14 let";34
" ";" ";"15-19 let";37
" ";" ";"20-24 let";32
" ";" ";"25 ali več let";58
" ";"2012"
" ";" ";"do 1 leta";6
" ";" ";"1 leto";6
" ";" ";"2 leti";10
" ";" ";"3 leta";10
" ";" ";"4 leta";11
" ";" ";"5-9 let";33
" ";" ";"10-14 let";41
" ";" ";"15-19 let";35
" ";" ";"20-24 let";23
" ";" ";"25 ali več let";48
" ";"2013"
" ";" ";"do 1 leta";5
" ";" ";"1 leto";10
" ";" ";"2 leti";10
" ";" ";"3 leta";10
" ";" ";"4 leta";14
" ";" ";"5-9 let";40
" ";" ";"10-14 let";35
" ";" ";"15-19 let";19
" ";" ";"20-24 let";28
" ";" ";"25 ali več let";56
" ";"2014"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";14
" ";" ";"2 leti";8
" ";" ";"3 leta";17
" ";" ";"4 leta";11
" ";" ";"5-9 let";53
" ";" ";"10-14 let";28
" ";" ";"15-19 let";42
" ";" ";"20-24 let";32
" ";" ";"25 ali več let";71
"Notranjsko-kraška"
" ";"2003"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";2
" ";" ";"2 leti";1
" ";" ";"3 leta";2
" ";" ";"4 leta";1
" ";" ";"5-9 let";19
" ";" ";"10-14 let";11
" ";" ";"15-19 let";9
" ";" ";"20-24 let";7
" ";" ";"25 ali več let";6
" ";"2004"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";1
" ";" ";"2 leti";5
" ";" ";"3 leta";0
" ";" ";"4 leta";4
" ";" ";"5-9 let";12
" ";" ";"10-14 let";12
" ";" ";"15-19 let";8
" ";" ";"20-24 let";12
" ";" ";"25 ali več let";8
" ";"2005"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";0
" ";" ";"2 leti";1
" ";" ";"3 leta";0
" ";" ";"4 leta";2
" ";" ";"5-9 let";17
" ";" ";"10-14 let";11
" ";" ";"15-19 let";10
" ";" ";"20-24 let";11
" ";" ";"25 ali več let";13
" ";"2006"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";2
" ";" ";"2 leti";5
" ";" ";"3 leta";2
" ";" ";"4 leta";2
" ";" ";"5-9 let";14
" ";" ";"10-14 let";8
" ";" ";"15-19 let";9
" ";" ";"20-24 let";10
" ";" ";"25 ali več let";8
" ";"2007"
" ";" ";"do 1 leta";2
" ";" ";"1 leto";0
" ";" ";"2 leti";1
" ";" ";"3 leta";4
" ";" ";"4 leta";6
" ";" ";"5-9 let";12
" ";" ";"10-14 let";6
" ";" ";"15-19 let";4
" ";" ";"20-24 let";6
" ";" ";"25 ali več let";10
" ";"2008"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";2
" ";" ";"2 leti";2
" ";" ";"3 leta";0
" ";" ";"4 leta";1
" ";" ";"5-9 let";10
" ";" ";"10-14 let";12
" ";" ";"15-19 let";10
" ";" ";"20-24 let";11
" ";" ";"25 ali več let";5
" ";"2009"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";2
" ";" ";"2 leti";1
" ";" ";"3 leta";0
" ";" ";"4 leta";5
" ";" ";"5-9 let";5
" ";" ";"10-14 let";12
" ";" ";"15-19 let";6
" ";" ";"20-24 let";9
" ";" ";"25 ali več let";15
" ";"2010"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";0
" ";" ";"2 leti";1
" ";" ";"3 leta";2
" ";" ";"4 leta";2
" ";" ";"5-9 let";11
" ";" ";"10-14 let";5
" ";" ";"15-19 let";9
" ";" ";"20-24 let";8
" ";" ";"25 ali več let";10
" ";"2011"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";1
" ";" ";"2 leti";4
" ";" ";"3 leta";1
" ";" ";"4 leta";1
" ";" ";"5-9 let";11
" ";" ";"10-14 let";10
" ";" ";"15-19 let";8
" ";" ";"20-24 let";7
" ";" ";"25 ali več let";11
" ";"2012"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";1
" ";" ";"2 leti";1
" ";" ";"3 leta";2
" ";" ";"4 leta";4
" ";" ";"5-9 let";12
" ";" ";"10-14 let";9
" ";" ";"15-19 let";12
" ";" ";"20-24 let";16
" ";" ";"25 ali več let";11
" ";"2013"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";2
" ";" ";"2 leti";5
" ";" ";"3 leta";3
" ";" ";"4 leta";1
" ";" ";"5-9 let";5
" ";" ";"10-14 let";9
" ";" ";"15-19 let";4
" ";" ";"20-24 let";9
" ";" ";"25 ali več let";17
" ";"2014"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";2
" ";" ";"2 leti";1
" ";" ";"3 leta";1
" ";" ";"4 leta";3
" ";" ";"5-9 let";7
" ";" ";"10-14 let";10
" ";" ";"15-19 let";2
" ";" ";"20-24 let";13
" ";" ";"25 ali več let";17
"Goriška"
" ";"2003"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";2
" ";" ";"2 leti";5
" ";" ";"3 leta";2
" ";" ";"4 leta";9
" ";" ";"5-9 let";19
" ";" ";"10-14 let";22
" ";" ";"15-19 let";29
" ";" ";"20-24 let";18
" ";" ";"25 ali več let";24
" ";"2004"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";2
" ";" ";"2 leti";2
" ";" ";"3 leta";5
" ";" ";"4 leta";5
" ";" ";"5-9 let";16
" ";" ";"10-14 let";22
" ";" ";"15-19 let";21
" ";" ";"20-24 let";13
" ";" ";"25 ali več let";29
" ";"2005"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";1
" ";" ";"2 leti";6
" ";" ";"3 leta";4
" ";" ";"4 leta";8
" ";" ";"5-9 let";23
" ";" ";"10-14 let";19
" ";" ";"15-19 let";14
" ";" ";"20-24 let";16
" ";" ";"25 ali več let";21
" ";"2006"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";4
" ";" ";"2 leti";3
" ";" ";"3 leta";3
" ";" ";"4 leta";10
" ";" ";"5-9 let";17
" ";" ";"10-14 let";29
" ";" ";"15-19 let";19
" ";" ";"20-24 let";22
" ";" ";"25 ali več let";34
" ";"2007"
" ";" ";"do 1 leta";2
" ";" ";"1 leto";2
" ";" ";"2 leti";6
" ";" ";"3 leta";5
" ";" ";"4 leta";7
" ";" ";"5-9 let";29
" ";" ";"10-14 let";20
" ";" ";"15-19 let";19
" ";" ";"20-24 let";12
" ";" ";"25 ali več let";49
" ";"2008"
" ";" ";"do 1 leta";2
" ";" ";"1 leto";5
" ";" ";"2 leti";2
" ";" ";"3 leta";9
" ";" ";"4 leta";5
" ";" ";"5-9 let";20
" ";" ";"10-14 let";13
" ";" ";"15-19 let";16
" ";" ";"20-24 let";18
" ";" ";"25 ali več let";30
" ";"2009"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";5
" ";" ";"2 leti";3
" ";" ";"3 leta";6
" ";" ";"4 leta";3
" ";" ";"5-9 let";22
" ";" ";"10-14 let";16
" ";" ";"15-19 let";19
" ";" ";"20-24 let";18
" ";" ";"25 ali več let";22
" ";"2010"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";4
" ";" ";"2 leti";4
" ";" ";"3 leta";5
" ";" ";"4 leta";5
" ";" ";"5-9 let";21
" ";" ";"10-14 let";17
" ";" ";"15-19 let";23
" ";" ";"20-24 let";21
" ";" ";"25 ali več let";18
" ";"2011"
" ";" ";"do 1 leta";3
" ";" ";"1 leto";4
" ";" ";"2 leti";4
" ";" ";"3 leta";7
" ";" ";"4 leta";4
" ";" ";"5-9 let";26
" ";" ";"10-14 let";20
" ";" ";"15-19 let";12
" ";" ";"20-24 let";18
" ";" ";"25 ali več let";30
" ";"2012"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";4
" ";" ";"2 leti";2
" ";" ";"3 leta";4
" ";" ";"4 leta";5
" ";" ";"5-9 let";28
" ";" ";"10-14 let";9
" ";" ";"15-19 let";15
" ";" ";"20-24 let";15
" ";" ";"25 ali več let";22
" ";"2013"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";4
" ";" ";"2 leti";3
" ";" ";"3 leta";7
" ";" ";"4 leta";7
" ";" ";"5-9 let";16
" ";" ";"10-14 let";14
" ";" ";"15-19 let";19
" ";" ";"20-24 let";14
" ";" ";"25 ali več let";39
" ";"2014"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";3
" ";" ";"2 leti";4
" ";" ";"3 leta";7
" ";" ";"4 leta";1
" ";" ";"5-9 let";20
" ";" ";"10-14 let";16
" ";" ";"15-19 let";18
" ";" ";"20-24 let";14
" ";" ";"25 ali več let";35
"Obalno-kraška"
" ";"2003"
" ";" ";"do 1 leta";2
" ";" ";"1 leto";6
" ";" ";"2 leti";2
" ";" ";"3 leta";7
" ";" ";"4 leta";5
" ";" ";"5-9 let";30
" ";" ";"10-14 let";32
" ";" ";"15-19 let";27
" ";" ";"20-24 let";29
" ";" ";"25 ali več let";27
" ";"2004"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";3
" ";" ";"2 leti";8
" ";" ";"3 leta";10
" ";" ";"4 leta";5
" ";" ";"5-9 let";43
" ";" ";"10-14 let";32
" ";" ";"15-19 let";29
" ";" ";"20-24 let";33
" ";" ";"25 ali več let";31
" ";"2005"
" ";" ";"do 1 leta";2
" ";" ";"1 leto";5
" ";" ";"2 leti";2
" ";" ";"3 leta";6
" ";" ";"4 leta";7
" ";" ";"5-9 let";26
" ";" ";"10-14 let";20
" ";" ";"15-19 let";34
" ";" ";"20-24 let";23
" ";" ";"25 ali več let";42
" ";"2006"
" ";" ";"do 1 leta";2
" ";" ";"1 leto";4
" ";" ";"2 leti";6
" ";" ";"3 leta";7
" ";" ";"4 leta";7
" ";" ";"5-9 let";33
" ";" ";"10-14 let";27
" ";" ";"15-19 let";25
" ";" ";"20-24 let";23
" ";" ";"25 ali več let";38
" ";"2007"
" ";" ";"do 1 leta";4
" ";" ";"1 leto";6
" ";" ";"2 leti";8
" ";" ";"3 leta";8
" ";" ";"4 leta";7
" ";" ";"5-9 let";38
" ";" ";"10-14 let";19
" ";" ";"15-19 let";35
" ";" ";"20-24 let";23
" ";" ";"25 ali več let";40
" ";"2008"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";10
" ";" ";"2 leti";7
" ";" ";"3 leta";3
" ";" ";"4 leta";8
" ";" ";"5-9 let";25
" ";" ";"10-14 let";26
" ";" ";"15-19 let";27
" ";" ";"20-24 let";19
" ";" ";"25 ali več let";39
" ";"2009"
" ";" ";"do 1 leta";3
" ";" ";"1 leto";7
" ";" ";"2 leti";7
" ";" ";"3 leta";7
" ";" ";"4 leta";6
" ";" ";"5-9 let";23
" ";" ";"10-14 let";24
" ";" ";"15-19 let";27
" ";" ";"20-24 let";16
" ";" ";"25 ali več let";40
" ";"2010"
" ";" ";"do 1 leta";2
" ";" ";"1 leto";7
" ";" ";"2 leti";6
" ";" ";"3 leta";6
" ";" ";"4 leta";9
" ";" ";"5-9 let";28
" ";" ";"10-14 let";22
" ";" ";"15-19 let";22
" ";" ";"20-24 let";21
" ";" ";"25 ali več let";27
" ";"2011"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";2
" ";" ";"2 leti";10
" ";" ";"3 leta";7
" ";" ";"4 leta";5
" ";" ";"5-9 let";16
" ";" ";"10-14 let";18
" ";" ";"15-19 let";9
" ";" ";"20-24 let";16
" ";" ";"25 ali več let";19
" ";"2012"
" ";" ";"do 1 leta";1
" ";" ";"1 leto";5
" ";" ";"2 leti";7
" ";" ";"3 leta";11
" ";" ";"4 leta";12
" ";" ";"5-9 let";32
" ";" ";"10-14 let";28
" ";" ";"15-19 let";23
" ";" ";"20-24 let";24
" ";" ";"25 ali več let";44
" ";"2013"
" ";" ";"do 1 leta";2
" ";" ";"1 leto";6
" ";" ";"2 leti";8
" ";" ";"3 leta";5
" ";" ";"4 leta";6
" ";" ";"5-9 let";29
" ";" ";"10-14 let";17
" ";" ";"15-19 let";17
" ";" ";"20-24 let";21
" ";" ";"25 ali več let";33
" ";"2014"
" ";" ";"do 1 leta";0
" ";" ";"1 leto";3
" ";" ";"2 leti";5
" ";" ";"3 leta";12
" ";" ";"4 leta";6
" ";" ";"5-9 let";44
" ";" ";"10-14 let";30
" ";" ";"15-19 let";19
" ";" ";"20-24 let";18
" ";" ";"25 ali več let";35

"Vir: Statistični urad Republike Slovenije."

"Podatki so teritorialno razvrščeni po Klasifikaciji statističnih "
"teritorialnih enot v Evropski uniji (The Classification  of "
"Territorial Units for Statistics) – NUTS ((seznam "
"HREF=../database/Meta/Klas/NUTS.htm TARGET=_blank) opis in "
"pojasnila), raven NUTS 3. "
"Opombe o spremembah posameznih regij so zapisane k vsaki spremenjeni "
"regiji in so ob izpisu tabele na zaslon dostopne s klikom na ikono za "
"opombe (zvezdica). V opombah je na začetku naveden datum, s katerim "
"je opisana teritorialna sprememba upoštevana pri teritorialnem "
"razvrščanju enot za statistične namene.  "
" "

